Bill No,Transaction Date,Menu Item,Item Category,Guest ID,Bill Amount,Qty,Outlet
B00985,2023-09-09 07:00:00,Croissant,Food,G0381,339.39,3,MG Road
B00986,2023-11-17 07:00:00,Tea,Beverage,G0145,173.23,1,Indiranagar
B00987,2024-01-14 19:00:00,Muffin,Food,G0327,253.35,3,MG Road
B00988,2024-06-10 23:00:00,Cold Brew,Beverage,G0363,434.03,2,MG Road
B00989,2024-04-09 03:00:00,Sandwich,Food,G0050,252.03,3,Indiranagar
B00990,2024-02-17 23:00:00,Espresso,Beverage,G0065,592.85,2,Indiranagar
B00991,2023-12-20 00:00:00,Muffin,Food,G0355,438.19,1,Indiranagar
B00992,2024-04-22 10:00:00,Latte,Food,G0288,330.03,2,Indiranagar
B00993,2023-03-20 15:00:00,Croissant,Beverage,G0164,102.09,2,Koramangala
B00994,2023-05-17 02:00:00,Tea,Beverage,G0141,364.74,2,Koramangala
B00995,2023-01-28 18:00:00,Espresso,Beverage,G0314,515.92,1,Koramangala
B00996,2023-06-24 12:00:00,Tea,Beverage,G0128,231.37,1,MG Road
B00997,2023-01-28 23:00:00,Espresso,Food,G0398,539.86,1,Indiranagar
B00998,2024-02-28 09:00:00,Sandwich,Beverage,G0368,223.53,1,Indiranagar
B00999,2024-05-29 12:00:00,Espresso,Food,G0239,549.54,3,Koramangala
B01000,2023-10-10 09:00:00,Latte,Beverage,G0324,128.6,1,MG Road
B01001,2024-04-16 10:00:00,Latte,Food,G0296,573.72,2,MG Road
B01002,2023-11-12 10:00:00,Cappuccino,Food,G0187,364.54,1,MG Road
B01003,2023-11-28 12:00:00,Latte,Food,G0208,249.03,3,Koramangala
B01004,2023-08-02 12:00:00,Muffin,Food,G0220,231.11,3,MG Road
B01005,2023-08-21 17:00:00,Espresso,Beverage,G0190,326.25,3,MG Road
B01006,2024-06-21 03:00:00,Latte,Beverage,G0388,649.46,2,MG Road
B01007,2023-07-19 01:00:00,Sandwich,Food,G0346,205.59,1,Indiranagar
B01008,2023-06-12 12:00:00,Tea,Beverage,G0284,138.83,1,Koramangala
B01009,2023-10-06 05:00:00,Cold Brew,Beverage,G0352,413.47,1,Indiranagar
B01010,2023-10-18 21:00:00,Tea,Food,G0237,358.47,2,Indiranagar
B01011,2023-09-23 16:00:00,Cappuccino,Beverage,G0194,378.79,2,Koramangala
B01012,2023-01-22 19:00:00,Tea,Beverage,G0287,460.15,3,Indiranagar
B01013,2023-04-10 17:00:00,Espresso,Beverage,G0259,232.27,3,MG Road
B01014,2024-04-16 05:00:00,Cappuccino,Food,G0246,599.08,1,MG Road
B01015,2023-04-19 01:00:00,Espresso,Beverage,G0136,328.33,2,MG Road
B01016,2024-02-28 08:00:00,Sandwich,Food,G0280,153.58,2,MG Road
B01017,2024-02-19 09:00:00,Cappuccino,Beverage,G0271,503.11,1,Koramangala
B01018,2023-10-29 16:00:00,Croissant,Beverage,G0171,446.57,1,Indiranagar
B01019,2023-10-17 01:00:00,Muffin,Beverage,G0159,259.97,3,Indiranagar
B01020,2024-03-13 00:00:00,Muffin,Food,G0201,434.27,3,MG Road
B01021,2023-09-15 22:00:00,Espresso,Food,G0045,205.32,3,MG Road
B01022,2023-08-07 08:00:00,Tea,Beverage,G0264,333.56,1,Indiranagar
B01023,2024-03-11 13:00:00,Cold Brew,Food,G0071,592.67,1,Koramangala
B01024,2024-03-12 14:00:00,Cold Brew,Beverage,G0364,156.11,3,Indiranagar
B01025,2023-09-28 13:00:00,Croissant,Food,G0371,300.42,3,MG Road
B01026,2024-05-31 10:00:00,Cappuccino,Food,G0103,548.05,2,MG Road
B01027,2023-04-30 22:00:00,Croissant,Beverage,G0125,632.61,2,Koramangala
B01028,2023-06-22 15:00:00,Croissant,Beverage,G0313,338.74,3,Indiranagar
B01029,2023-06-01 20:00:00,Tea,Beverage,G0286,368.99,3,Koramangala
B01030,2023-07-04 16:00:00,Cold Brew,Beverage,G0230,406.14,2,Koramangala
B01031,2024-03-02 23:00:00,Cappuccino,Food,G0146,611.44,3,MG Road
B01032,2024-06-22 00:00:00,Sandwich,Food,G0370,569.18,2,Indiranagar
B01033,2023-02-23 04:00:00,Tea,Food,G0197,177.24,2,MG Road
B01034,2023-08-31 03:00:00,Croissant,Beverage,G0373,328.95,2,Indiranagar
B01035,2024-04-01 14:00:00,Croissant,Beverage,G0221,344.48,1,MG Road
B01036,2023-01-13 14:00:00,Sandwich,Food,G0060,529.78,1,MG Road
B01037,2023-01-27 14:00:00,Croissant,Beverage,G0098,423.65,3,Indiranagar
B01038,2023-01-03 07:00:00,Croissant,Food,G0171,452.91,2,Indiranagar
B01039,2024-06-26 05:00:00,Croissant,Food,G0382,648.97,1,MG Road
B01040,2023-12-30 05:00:00,Muffin,Food,G0173,122.73,3,Indiranagar
B01041,2024-06-15 17:00:00,Tea,Food,G0151,207.12,3,MG Road
B01042,2024-05-28 03:00:00,Latte,Food,G0350,312.5,3,Indiranagar
B01043,2023-12-06 14:00:00,Tea,Beverage,G0390,278.24,3,MG Road
B01044,2023-03-30 13:00:00,Sandwich,Beverage,G0122,92.34,3,MG Road
B01045,2024-04-23 07:00:00,Croissant,Beverage,G0108,132.31,2,MG Road
B01046,2023-01-16 04:00:00,Tea,Food,G0004,468.14,3,Koramangala
B01047,2023-10-11 17:00:00,Muffin,Food,G0093,581.21,2,Indiranagar
B01048,2023-07-12 13:00:00,Cold Brew,Food,G0006,373.11,1,MG Road
B01049,2023-08-02 14:00:00,Sandwich,Food,G0288,387.34,3,Koramangala
B01050,2023-08-02 10:00:00,Espresso,Beverage,G0106,225.4,1,MG Road
B01051,2023-03-10 14:00:00,Tea,Beverage,G0146,517.69,2,Koramangala
B01052,2023-02-08 06:00:00,Espresso,Food,G0271,508.52,2,MG Road
B01053,2023-04-27 13:00:00,Croissant,Food,G0378,415.37,1,MG Road
B01054,2023-09-29 02:00:00,Muffin,Food,G0096,201.22,3,Koramangala
B01055,2023-09-02 14:00:00,Muffin,Beverage,G0229,135.3,3,Koramangala
B01056,2023-03-05 19:00:00,Tea,Beverage,G0202,116.62,1,Indiranagar
B01057,2023-12-07 12:00:00,Sandwich,Beverage,G0212,417.84,1,Indiranagar
B01058,2023-05-20 09:00:00,Sandwich,Food,G0006,550.27,1,Koramangala
B01059,2023-11-16 17:00:00,Muffin,Food,G0112,569.25,3,Indiranagar
B01060,2023-10-17 13:00:00,Sandwich,Beverage,G0376,344.26,3,Koramangala
B01061,2023-10-14 18:00:00,Muffin,Food,G0379,527.03,3,Indiranagar
B01062,2023-03-21 10:00:00,Tea,Beverage,G0323,619.72,1,MG Road
B01063,2023-05-09 14:00:00,Latte,Food,G0106,236.85,3,Indiranagar
B01064,2023-12-06 16:00:00,Muffin,Beverage,G0139,306.84,2,MG Road
B01065,2023-08-28 14:00:00,Espresso,Food,G0299,610.94,1,MG Road
B01066,2024-06-16 04:00:00,Sandwich,Beverage,G0096,272.79,3,Indiranagar
B01067,2024-03-03 19:00:00,Muffin,Beverage,G0388,600.91,1,Koramangala
B01068,2024-01-07 01:00:00,Muffin,Beverage,G0337,639.2,2,MG Road
B01069,2023-02-14 06:00:00,Tea,Beverage,G0297,457.23,2,MG Road
B01070,2023-03-24 08:00:00,Sandwich,Beverage,G0389,545.63,1,Indiranagar
B01071,2023-02-24 00:00:00,Latte,Beverage,G0214,507.24,1,Koramangala
B01072,2023-09-17 13:00:00,Tea,Food,G0291,478.73,2,Koramangala
B01073,2023-11-15 09:00:00,Latte,Food,G0022,254.95,1,Indiranagar
B01074,2023-01-06 05:00:00,Cold Brew,Food,G0193,112.54,2,Koramangala
B01075,2023-07-13 00:00:00,Tea,Beverage,G0150,275.54,2,Indiranagar
B01076,2023-09-20 00:00:00,Sandwich,Beverage,G0368,460.15,3,Indiranagar
B01077,2023-05-30 20:00:00,Cappuccino,Food,G0247,138.44,1,Indiranagar
B01078,2024-04-23 03:00:00,Sandwich,Beverage,G0267,86.79,1,MG Road
B01079,2023-09-15 00:00:00,Sandwich,Beverage,G0251,159.62,3,MG Road
B01080,2024-02-13 03:00:00,Latte,Beverage,G0003,487.97,2,MG Road
B01081,2023-11-12 01:00:00,Latte,Beverage,G0393,634.49,1,Indiranagar
B01082,2023-12-11 02:00:00,Sandwich,Beverage,G0316,640.35,3,MG Road
B01083,2023-01-10 16:00:00,Sandwich,Food,G0076,361.57,3,MG Road
B01084,2024-03-07 04:00:00,Sandwich,Food,G0087,575.53,1,MG Road
B01085,2024-01-26 01:00:00,Latte,Food,G0270,499.99,3,Indiranagar
B01086,2024-03-07 06:00:00,Sandwich,Food,G0225,365.59,2,Indiranagar
B01087,2023-09-23 11:00:00,Sandwich,Food,G0018,406.47,3,Indiranagar
B01088,2023-06-25 06:00:00,Cold Brew,Beverage,G0113,158.22,2,MG Road
B01089,2024-02-08 13:00:00,Croissant,Beverage,G0251,614.47,2,Koramangala
B01090,2024-06-21 22:00:00,Cappuccino,Beverage,G0233,280.6,1,MG Road
B01091,2023-11-27 23:00:00,Espresso,Beverage,G0329,334.31,3,MG Road
B01092,2024-05-23 07:00:00,Cappuccino,Food,G0279,462.85,2,Indiranagar
B01093,2023-10-15 03:00:00,Croissant,Food,G0202,270.32,2,Indiranagar
B01094,2023-10-08 18:00:00,Espresso,Food,G0083,224.93,3,MG Road
B01095,2023-04-14 00:00:00,Tea,Beverage,G0125,439.7,2,MG Road
B01096,2024-03-28 04:00:00,Sandwich,Food,G0175,94.24,3,Koramangala
B01097,2023-04-25 03:00:00,Croissant,Beverage,G0069,490.81,1,Koramangala
B01098,2023-08-14 01:00:00,Cold Brew,Food,G0047,372.99,2,Indiranagar
B01099,2023-03-15 09:00:00,Tea,Food,G0372,425.28,2,Koramangala
B01100,2024-05-02 18:00:00,Sandwich,Beverage,G0256,440.17,3,Koramangala
B01101,2024-02-28 15:00:00,Latte,Beverage,G0215,380.42,3,Indiranagar
B01102,2024-03-15 18:00:00,Muffin,Food,G0030,412.04,3,Koramangala
B01103,2023-02-06 12:00:00,Croissant,Food,G0281,469.76,3,MG Road
B01104,2023-06-08 20:00:00,Latte,Beverage,G0237,509.28,2,Koramangala
B01105,2024-04-30 00:00:00,Croissant,Food,G0248,494.65,1,Indiranagar
B01106,2024-02-01 00:00:00,Cold Brew,Food,G0368,575.68,1,MG Road
B01107,2023-03-02 20:00:00,Croissant,Beverage,G0025,187.98,1,Koramangala
B01108,2024-03-30 05:00:00,Latte,Food,G0074,308.65,1,MG Road
B01109,2024-03-14 04:00:00,Cold Brew,Beverage,G0206,620.24,3,MG Road
B01110,2023-03-14 05:00:00,Espresso,Food,G0314,306.06,2,Koramangala
B01111,2023-03-08 21:00:00,Cappuccino,Beverage,G0094,151.18,2,Koramangala
B01112,2023-08-23 06:00:00,Sandwich,Food,G0375,379.5,2,Indiranagar
B01113,2023-10-09 23:00:00,Croissant,Beverage,G0127,142.41,3,Indiranagar
B01114,2024-03-24 03:00:00,Sandwich,Food,G0025,195.63,2,MG Road
B01115,2024-04-28 21:00:00,Muffin,Beverage,G0334,649.04,3,Indiranagar
B01116,2023-10-19 02:00:00,Latte,Food,G0355,388.58,2,MG Road
B01117,2023-05-27 13:00:00,Sandwich,Food,G0116,241.91,1,MG Road
B01118,2024-03-17 05:00:00,Latte,Food,G0048,647.02,3,Indiranagar
B01119,2023-06-05 15:00:00,Sandwich,Food,G0226,630.94,2,Indiranagar
B01120,2024-04-05 22:00:00,Cappuccino,Food,G0266,331.22,1,Indiranagar
B01121,2024-01-25 16:00:00,Cappuccino,Food,G0099,228.43,1,Koramangala
B01122,2024-06-27 14:00:00,Cold Brew,Food,G0011,557.89,1,MG Road
B01123,2023-12-18 10:00:00,Cappuccino,Food,G0085,487.9,3,MG Road
B01124,2023-04-18 22:00:00,Cold Brew,Food,G0214,471.56,3,MG Road
B01125,2023-02-14 07:00:00,Cappuccino,Beverage,G0173,589.07,2,Indiranagar
B01126,2023-06-30 04:00:00,Cappuccino,Beverage,G0391,472.97,1,Indiranagar
B01127,2024-03-25 11:00:00,Cappuccino,Food,G0209,241.76,2,Indiranagar
B01128,2024-01-15 15:00:00,Latte,Beverage,G0382,475.5,2,Indiranagar
B01129,2023-08-11 14:00:00,Croissant,Food,G0064,254.31,1,Indiranagar
B01130,2023-01-01 05:00:00,Cold Brew,Food,G0258,512.77,2,Koramangala
B01131,2023-11-09 01:00:00,Sandwich,Beverage,G0332,433.26,3,Indiranagar
B01132,2023-12-27 19:00:00,Cappuccino,Food,G0121,124.12,2,MG Road
B01133,2024-05-30 02:00:00,Latte,Food,G0298,372.32,1,Indiranagar
B01134,2023-12-08 11:00:00,Latte,Beverage,G0054,275.68,3,MG Road
B01135,2023-09-06 14:00:00,Latte,Beverage,G0331,267.29,3,Indiranagar
B01136,2024-01-04 05:00:00,Cold Brew,Food,G0272,423.29,2,Indiranagar
B01137,2023-01-05 21:00:00,Croissant,Beverage,G0241,263.73,2,MG Road
B01138,2024-04-08 08:00:00,Cold Brew,Beverage,G0243,522.83,3,MG Road
B01139,2023-04-17 07:00:00,Sandwich,Food,G0018,120.35,2,MG Road
B01140,2023-08-20 16:00:00,Croissant,Beverage,G0187,456.42,1,MG Road
B01141,2023-06-28 17:00:00,Espresso,Beverage,G0346,541.24,2,Koramangala
B01142,2023-02-05 06:00:00,Tea,Food,G0144,463.51,2,MG Road
B01143,2024-04-01 10:00:00,Latte,Beverage,G0262,363.42,3,Indiranagar
B01144,2023-09-21 04:00:00,Cold Brew,Beverage,G0364,621.67,2,Indiranagar
B01145,2023-09-27 13:00:00,Espresso,Food,G0239,250.96,2,Koramangala
B01146,2024-01-24 21:00:00,Muffin,Food,G0304,90.93,2,MG Road
B01147,2024-02-21 18:00:00,Cold Brew,Food,G0298,326.23,1,Indiranagar
B01148,2024-01-07 11:00:00,Cappuccino,Beverage,G0076,98.82,2,Koramangala
B01149,2023-01-10 08:00:00,Tea,Food,G0188,623.74,1,Indiranagar
B01150,2024-06-18 03:00:00,Cappuccino,Food,G0333,199.65,1,Koramangala
B01151,2023-06-25 08:00:00,Croissant,Beverage,G0388,529.69,1,Koramangala
B01152,2023-09-19 19:00:00,Tea,Food,G0246,521.51,1,MG Road
B01153,2024-06-19 06:00:00,Cold Brew,Food,G0130,204.11,3,Koramangala
B01154,2023-03-27 08:00:00,Sandwich,Food,G0315,434.1,1,Indiranagar
B01155,2023-09-17 17:00:00,Espresso,Food,G0283,107.41,2,Indiranagar
B01156,2024-06-23 05:00:00,Sandwich,Beverage,G0079,355.64,1,MG Road
B01157,2024-06-09 07:00:00,Cold Brew,Food,G0072,88.35,2,MG Road
B01158,2024-02-11 21:00:00,Croissant,Food,G0263,605.05,1,Koramangala
B01159,2023-03-18 04:00:00,Cappuccino,Beverage,G0191,636.37,3,MG Road
B01160,2023-03-21 21:00:00,Tea,Food,G0367,206.7,1,Indiranagar
B01161,2023-06-26 10:00:00,Sandwich,Beverage,G0375,198.62,1,Indiranagar
B01162,2023-10-19 04:00:00,Cold Brew,Beverage,G0063,509.62,3,MG Road
B01163,2023-03-26 10:00:00,Sandwich,Beverage,G0380,224.43,1,MG Road
B01164,2023-06-06 00:00:00,Cold Brew,Food,G0012,590.19,2,MG Road
B01165,2024-01-14 21:00:00,Cappuccino,Beverage,G0141,407.14,1,Koramangala
B01166,2024-06-24 17:00:00,Tea,Beverage,G0254,279.94,1,Koramangala
B01167,2024-03-02 07:00:00,Espresso,Beverage,G0043,554.64,1,Indiranagar
B01168,2023-01-01 09:00:00,Cappuccino,Food,G0017,361.24,3,Koramangala
B01169,2023-01-11 20:00:00,Sandwich,Food,G0063,599.63,1,Koramangala
B01170,2023-09-09 14:00:00,Espresso,Food,G0253,608.97,1,Koramangala
B01171,2024-02-16 01:00:00,Cold Brew,Food,G0376,174.29,2,Koramangala
B01172,2023-04-03 11:00:00,Espresso,Food,G0292,81.32,1,Indiranagar
B01173,2023-10-21 09:00:00,Cold Brew,Food,G0008,640.84,1,MG Road
B01174,2023-03-27 20:00:00,Cappuccino,Food,G0325,596.5,1,Indiranagar
B01175,2023-08-09 07:00:00,Sandwich,Beverage,G0090,111.6,1,Koramangala
B01176,2024-05-11 01:00:00,Croissant,Beverage,G0208,554.83,2,MG Road
B01177,2023-03-09 11:00:00,Sandwich,Beverage,G0292,340.95,2,MG Road
B01178,2023-12-21 16:00:00,Cold Brew,Beverage,G0284,227.61,3,MG Road
B01179,2023-02-25 22:00:00,Latte,Food,G0118,580.89,1,Indiranagar
B01180,2024-03-16 08:00:00,Tea,Beverage,G0349,192.1,3,MG Road
B01181,2023-04-29 00:00:00,Muffin,Beverage,G0175,619.96,3,Indiranagar
B01182,2023-04-28 16:00:00,Croissant,Beverage,G0076,197.2,1,Indiranagar
B01183,2023-03-25 02:00:00,Espresso,Beverage,G0101,429.8,2,Koramangala
B01184,2024-04-09 14:00:00,Croissant,Food,G0151,207.16,2,Koramangala
B01185,2024-03-02 06:00:00,Tea,Food,G0270,391.03,1,MG Road
B01186,2023-05-26 10:00:00,Espresso,Food,G0071,469.87,1,MG Road
B01187,2024-05-09 13:00:00,Tea,Beverage,G0180,188.43,2,Koramangala
B01188,2024-01-23 22:00:00,Espresso,Food,G0124,376.9,1,Indiranagar
B01189,2023-11-29 16:00:00,Croissant,Beverage,G0381,347.36,1,Indiranagar
B01190,2023-03-08 20:00:00,Espresso,Food,G0293,120.49,1,Koramangala
B01191,2024-05-24 03:00:00,Espresso,Food,G0285,546.44,2,Indiranagar
B01192,2023-01-10 19:00:00,Latte,Food,G0195,271.34,3,Koramangala
B01193,2024-02-28 09:00:00,Sandwich,Food,G0399,407.51,3,Koramangala
B01194,2024-06-09 21:00:00,Sandwich,Food,G0228,373.43,1,MG Road
B01195,2023-03-21 12:00:00,Muffin,Beverage,G0275,372.56,2,MG Road
B01196,2023-12-23 23:00:00,Muffin,Food,G0106,141.12,1,Koramangala
B01197,2023-05-28 02:00:00,Cold Brew,Beverage,G0021,321.38,2,MG Road
B01198,2023-08-08 00:00:00,Cold Brew,Beverage,G0064,337.85,1,Koramangala
B01199,2023-04-20 19:00:00,Cold Brew,Beverage,G0165,498.18,2,Indiranagar
B01200,2023-12-07 02:00:00,Latte,Beverage,G0027,558.81,2,Indiranagar
B01201,2024-02-11 18:00:00,Muffin,Beverage,G0311,390.64,3,Indiranagar
B01202,2023-04-17 16:00:00,Tea,Food,G0285,129.47,1,Indiranagar
B01203,2023-08-14 15:00:00,Cold Brew,Food,G0148,215.0,3,Koramangala
B01204,2023-05-22 07:00:00,Cold Brew,Food,G0281,174.01,3,Indiranagar
B01205,2024-04-09 21:00:00,Croissant,Food,G0326,151.03,2,Indiranagar
B01206,2024-05-08 03:00:00,Cappuccino,Beverage,G0319,288.56,1,Indiranagar
B01207,2023-09-05 23:00:00,Tea,Food,G0164,210.75,2,Indiranagar
B01208,2023-08-16 20:00:00,Cold Brew,Food,G0386,204.43,2,Koramangala
B01209,2023-11-30 15:00:00,Cold Brew,Beverage,G0224,111.18,2,Indiranagar
B01210,2024-05-16 18:00:00,Cold Brew,Beverage,G0272,90.07,1,MG Road
B01211,2024-01-13 16:00:00,Cappuccino,Food,G0146,138.58,1,MG Road
B01212,2024-01-29 12:00:00,Cappuccino,Food,G0356,178.15,2,MG Road
B01213,2023-09-25 05:00:00,Latte,Beverage,G0030,325.66,1,MG Road
B01214,2023-10-17 05:00:00,Tea,Food,G0045,371.0,2,MG Road
B01215,2024-02-01 02:00:00,Latte,Food,G0275,160.14,1,MG Road
B01216,2023-07-20 20:00:00,Espresso,Food,G0034,322.13,1,Koramangala
B01217,2023-05-01 18:00:00,Cappuccino,Food,G0141,274.8,3,MG Road
B01218,2023-11-11 10:00:00,Croissant,Beverage,G0318,184.55,2,Indiranagar
B01219,2023-01-04 05:00:00,Muffin,Beverage,G0374,83.9,3,MG Road
B01220,2023-11-12 17:00:00,Croissant,Beverage,G0221,346.2,3,Koramangala
B01221,2024-03-26 13:00:00,Muffin,Food,G0356,470.82,2,MG Road
B01222,2023-06-26 03:00:00,Cappuccino,Food,G0022,208.98,2,Indiranagar
B01223,2023-01-26 00:00:00,Cappuccino,Food,G0180,155.13,1,Indiranagar
B01224,2023-02-14 09:00:00,Cappuccino,Food,G0367,585.61,2,Koramangala
B01225,2023-03-31 00:00:00,Latte,Food,G0329,236.76,3,Koramangala
B01226,2024-03-19 09:00:00,Tea,Beverage,G0231,207.46,3,Koramangala
B01227,2024-03-14 23:00:00,Muffin,Food,G0038,568.55,2,Koramangala
B01228,2024-02-23 23:00:00,Tea,Food,G0070,545.75,3,MG Road
B01229,2024-02-01 06:00:00,Latte,Beverage,G0116,335.56,1,MG Road
B01230,2024-06-21 15:00:00,Latte,Food,G0239,358.87,3,Indiranagar
B01231,2024-05-06 05:00:00,Sandwich,Beverage,G0335,204.12,1,Koramangala
B01232,2023-10-17 07:00:00,Croissant,Beverage,G0148,124.63,3,Koramangala
B01233,2024-05-13 02:00:00,Croissant,Beverage,G0009,406.86,1,MG Road
B01234,2023-11-22 04:00:00,Espresso,Beverage,G0288,136.06,1,Koramangala
B01235,2023-10-01 13:00:00,Cold Brew,Beverage,G0388,336.09,2,Indiranagar
B01236,2023-09-07 08:00:00,Latte,Food,G0050,616.08,1,Indiranagar
B01237,2023-08-03 06:00:00,Muffin,Beverage,G0338,623.12,2,Koramangala
B01238,2023-07-14 14:00:00,Sandwich,Beverage,G0005,216.42,3,Indiranagar
B01239,2023-04-02 06:00:00,Sandwich,Food,G0343,435.74,3,Indiranagar
B01240,2024-01-18 16:00:00,Cold Brew,Food,G0126,350.22,3,MG Road
B01241,2023-04-24 00:00:00,Tea,Beverage,G0075,579.14,1,Indiranagar
B01242,2023-04-02 08:00:00,Cold Brew,Food,G0165,234.72,3,Koramangala
B01243,2023-02-22 00:00:00,Cold Brew,Food,G0278,82.11,3,Koramangala
B01244,2024-04-13 14:00:00,Cold Brew,Beverage,G0324,172.66,2,Indiranagar
B01245,2024-06-16 22:00:00,Croissant,Beverage,G0300,279.23,2,Koramangala
B01246,2023-06-18 01:00:00,Latte,Food,G0290,259.96,3,MG Road
B01247,2023-03-25 05:00:00,Espresso,Beverage,G0077,531.08,3,Indiranagar
B01248,2023-06-03 15:00:00,Latte,Beverage,G0298,467.92,1,Indiranagar
B01249,2024-03-06 23:00:00,Tea,Food,G0137,250.75,1,Indiranagar
B01250,2023-06-17 10:00:00,Cappuccino,Beverage,G0106,340.91,3,Koramangala
B01251,2024-04-15 22:00:00,Cold Brew,Beverage,G0095,134.47,2,Koramangala
B01252,2023-03-24 02:00:00,Latte,Beverage,G0135,591.94,3,Indiranagar
B01253,2023-12-16 13:00:00,Tea,Beverage,G0068,613.19,1,Koramangala
B01254,2023-08-29 05:00:00,Cappuccino,Beverage,G0147,638.49,2,Koramangala
B01255,2024-03-26 18:00:00,Cappuccino,Food,G0159,575.08,2,Indiranagar
B01256,2023-02-20 02:00:00,Cold Brew,Food,G0384,179.16,1,Indiranagar
B01257,2023-12-05 23:00:00,Espresso,Beverage,G0163,106.33,3,Koramangala
B01258,2023-08-20 23:00:00,Muffin,Food,G0341,410.37,3,Indiranagar
B01259,2023-11-16 11:00:00,Croissant,Beverage,G0189,600.18,3,Indiranagar
B01260,2023-08-28 06:00:00,Latte,Beverage,G0339,181.09,1,Indiranagar
B01261,2023-08-30 04:00:00,Cappuccino,Beverage,G0095,84.01,2,Indiranagar
B01262,2023-08-14 08:00:00,Latte,Beverage,G0181,539.13,1,Koramangala
B01263,2024-03-02 03:00:00,Muffin,Beverage,G0288,123.77,3,Indiranagar
B01264,2023-12-28 05:00:00,Croissant,Food,G0322,315.81,1,MG Road
B01265,2024-01-29 14:00:00,Muffin,Food,G0187,466.97,2,Indiranagar
B01266,2023-02-08 10:00:00,Croissant,Beverage,G0372,214.97,1,MG Road
B01267,2023-01-18 11:00:00,Sandwich,Food,G0138,127.86,3,Indiranagar
B01268,2023-04-02 20:00:00,Croissant,Beverage,G0130,518.91,2,MG Road
B01269,2024-03-25 13:00:00,Cold Brew,Food,G0194,439.2,1,MG Road
B01270,2023-02-16 16:00:00,Espresso,Beverage,G0316,643.44,1,Indiranagar
B01271,2024-04-14 04:00:00,Muffin,Food,G0273,276.26,2,Indiranagar
B01272,2023-02-09 14:00:00,Cappuccino,Beverage,G0352,115.2,2,Indiranagar
B01273,2023-04-08 08:00:00,Cold Brew,Beverage,G0144,498.58,3,MG Road
B01274,2023-08-12 21:00:00,Sandwich,Food,G0016,377.39,2,Koramangala
B01275,2023-04-04 11:00:00,Espresso,Food,G0302,201.53,3,Koramangala
B01276,2023-04-21 05:00:00,Latte,Beverage,G0245,525.59,1,Indiranagar
B01277,2024-02-23 17:00:00,Cold Brew,Food,G0107,196.14,3,Koramangala
B01278,2023-07-12 04:00:00,Muffin,Beverage,G0088,228.58,1,Koramangala
B01279,2023-03-19 17:00:00,Tea,Food,G0129,132.74,2,Indiranagar
B01280,2024-04-07 16:00:00,Tea,Food,G0395,307.68,1,MG Road
B01281,2024-04-05 05:00:00,Cappuccino,Beverage,G0375,318.79,2,Indiranagar
B01282,2023-09-09 04:00:00,Croissant,Food,G0341,373.3,1,Koramangala
B01283,2023-11-02 06:00:00,Cappuccino,Food,G0004,484.11,1,MG Road
B01284,2024-06-29 22:00:00,Tea,Beverage,G0327,596.48,1,Koramangala
B01285,2023-09-23 11:00:00,Latte,Food,G0367,158.51,1,MG Road
B01286,2023-09-22 23:00:00,Sandwich,Beverage,G0306,110.98,3,Koramangala
B01287,2023-11-24 15:00:00,Sandwich,Beverage,G0396,90.56,1,Indiranagar
B01288,2023-05-15 12:00:00,Muffin,Beverage,G0095,161.86,3,Koramangala
B01289,2023-06-04 23:00:00,Sandwich,Beverage,G0209,455.03,2,Koramangala
B01290,2024-04-20 20:00:00,Muffin,Beverage,G0225,494.66,2,MG Road
B01291,2023-04-09 19:00:00,Cold Brew,Food,G0348,528.31,3,Koramangala
B01292,2023-05-01 11:00:00,Muffin,Beverage,G0321,218.91,2,Indiranagar
B01293,2023-06-06 12:00:00,Cold Brew,Beverage,G0047,254.36,2,Indiranagar
B01294,2023-06-26 01:00:00,Muffin,Food,G0181,355.39,1,Indiranagar
B01295,2023-01-04 22:00:00,Tea,Food,G0106,116.01,1,MG Road
B01296,2023-04-22 10:00:00,Tea,Food,G0199,428.35,1,MG Road
B01297,2023-10-15 10:00:00,Croissant,Beverage,G0386,640.73,3,Koramangala
B01298,2024-02-27 19:00:00,Cold Brew,Beverage,G0106,285.66,3,Koramangala
B01299,2023-02-03 01:00:00,Espresso,Beverage,G0280,509.12,2,Koramangala
B01300,2024-02-22 18:00:00,Cold Brew,Food,G0260,365.02,1,MG Road
B01301,2023-03-30 04:00:00,Muffin,Beverage,G0108,152.85,3,MG Road
B01302,2023-08-29 19:00:00,Muffin,Food,G0019,411.88,3,Koramangala
B01303,2024-05-27 10:00:00,Espresso,Beverage,G0296,250.93,1,MG Road
B01304,2024-04-24 21:00:00,Cappuccino,Food,G0306,99.61,3,MG Road
B01305,2024-04-07 23:00:00,Muffin,Beverage,G0171,441.91,1,Indiranagar
B01306,2024-03-25 13:00:00,Croissant,Beverage,G0331,569.59,2,Indiranagar
B01307,2024-04-19 21:00:00,Sandwich,Beverage,G0195,276.52,2,Koramangala
B01308,2024-06-25 15:00:00,Sandwich,Food,G0012,302.47,2,Koramangala
B01309,2023-09-14 22:00:00,Latte,Food,G0195,587.88,1,Indiranagar
B01310,2023-02-03 22:00:00,Latte,Beverage,G0283,543.76,3,MG Road
B01311,2023-01-15 09:00:00,Sandwich,Beverage,G0369,487.52,2,Koramangala
B01312,2024-03-15 05:00:00,Sandwich,Beverage,G0182,221.81,2,Koramangala
